Adgroup;MaxCPC;Clicks;Impressions;CTR;AvgCPC;Costo;AvgPosicion;Qscore;Ventas;Costconv;Convrate;Allconv
Sweater Men English;0,89;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;1;0;27;0;0;0;1,3;9;0;0;0,00;0
Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Peruvian Alpaca Clothing English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,14;0;19;0;0;0;2,2;6;0;0;0,00;0
Bear English;0,07;2;92;0,0217;0,02;0,04;2,9;6;0;0;0,00;0
Sweater English;0,14;9;171;0,0526;0,09;0,85;3,2;9;0;0;0,00;0
Peruvian Alpaca Clothing English;1,2;14;482;0,029;0,31;4,29;2,1;7;0;0;0,00;0
Alpaca Generic English;0,35;7;502;0,0139;0,25;1,72;1,5;6;0;0;0,00;0
Hat English;0,42;6;106;0,0566;0,3;1,81;1,2;4;0;0;0,00;0
Accessories English;0,19;0;33;0;0;0;2,3;7;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;7;0;0;0,00;0
Sweater English;0,3;9;55;0,1636;0,81;7,27;1,1;7;0;0;0,00;0
Sweater English;0,14;0;3;0;0;0;2;6;0;0;0,00;0
Bear English;0,2;15;621;0,0242;0,13;2;1,9;6;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,07;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Coat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Rug English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,13;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;5;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,82;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1,01;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,34;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,24;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Accessories English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,14;0;6;0;0;0;3,7; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,24;0;2;0;0;0;1; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0;9;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;1,52;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,49;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;6;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;8;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;9;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,02;0;1;0;0;0;2; --;0;0;0,00;0
Bolivian Sweaters English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,28;2;82;0,0244;0,26;0,52;1,2;7;0;0;0,00;0
Clothing English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,91;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,27;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,48;60;534;0,1124;0,26;15,51;1,9;9;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Balaclava English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,42;2;1101;0,0018;0,26;0,51;2,1; --;0;0;0,00;0
Toddlers English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,89;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,35;38;666;0,0571;0,21;8,03;2,2;8;0;0;0,00;0
Sweater English;0,2;406;32345;0,0126;0,3;123,24;1,6;9;4;30,81;99,00;4
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,19;1;60;0,0167;0,06;0,06;2,5;5;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;6;0;0;0,00;0
Scarf English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,14;3;64;0,0469;0,12;0,35;1,8;9;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,62;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Accessories English;0,14;3;119;0,0252;0,12;0,35;2,3;7;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,28;3;118;0,0254;0,21;0,63;2,3;9;0;0;0,00;0
Poncho English;0,14;6;460;0,013;0,09;0,53;2,5;6;0;0;0,00;0
Fur English;0,42;3;456;0,0066;0,33;1;2,8;6;0;0;0,00;0
Hat English;0,28;29;5346;0,0054;0,17;4,84;1,8;7;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,6;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,35;0;35;0;0;0;1,3;6;0;0;0,00;0
Sweater Men English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,24;5;356;0,014;0,13;0,66;2,2;7;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;2,62;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Rug English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;3;0;0;0;3,7;6;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,98;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;6;0;0;0,00;0
Sweater English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Poncho Evo;0,08;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Evo sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Rug English;0,07;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,08;63;263;0,2395;0,02;1,57;1,4;8;10;0,16;1587,00;10
Sweater Men English;0,7;0;6;0;0;0;2,3; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,07;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,44;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,27;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,09;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;7;0;0;0,00;0
Shawl English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,42;22;102;0,2157;0,3;6,56;1,9;9;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,91;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,5;9;66;0,1364;0,14;1,24;1,1;7;0;0;0,00;0
Bolivian Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Fur English;0,42;0;0;0;0;0;0; --;0;0;0,00;0
Kids English;1;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,75;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;1,46;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;4;104;0,0385;0,1;0,4;1,8;9;0;0;0,00;0
Poncho English;0,98;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,6;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,19;1;20;0,05;0,12;0,12;1,3;7;0;0;0,00;0
Sock English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0;7;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,34;8;3287;0,0024;0,23;1,86;1,6;3;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Cardigans English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Gloves English;0,63;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,21;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,35;251;646;0,3885;0,07;18,24;1,1;9;13;1,4;518,00;13
Poncho English;0,47;20;137;0,146;0,54;10,89;2;7;0;0;0,00;0
Bolivian Alpaca English;0,14;1;2;0,5;0,02;0,02;1; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater Men English;0,21;0;0;0;0;0;0;8;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;6;0;0;0,00;0
Peruvian Alpaca Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,28;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,74;12;95;0,1263;0,4;4,74;1,4;8;0;0;0,00;0
Poncho English;0,28;3;172;0,0174;0,14;0,42;2;6;0;0;0,00;0
Ruana English;1,24;8;551;0,0145;0,43;3,47;1,1;7;0;0;0,00;0
Sweater English;0,14;3;40;0,075;0,06;0,18;2,3;9;0;0;0,00;0
Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Jackets English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Evo sweater English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,35;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,04;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0;9;0;0;0,00;0
Fur English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,18;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,56;0;0;0;0;0;0;7;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;6;88;0,0682;0,46;2,78;1;6;0;0;0,00;0
Hat English;0,04;15;1107;0,0136;0,03;0,38;2,4;9;0;0;0,00;0
Toddlers English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0;4;0;0;0,00;0
Scarf English;1;0;0;0;0;0;0;9;0;0;0,00;0
Shawl English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,11;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,14;0;5;0;0;0;2,2;5;0;0;0,00;0
Hat English;0,21;0;15;0;0;0;1; --;0;0;0,00;0
Peruvian Alpaca Clothing English;1;0;0;0;0;0;0;3;0;0;0,00;0
Alpaca Generic English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,7;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,2;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,3;10;110;0,0909;0,03;0,33;2,3;9;0;0;0,00;0
Clothing English;0,13;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bear English;1,58;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,38;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,42;0;19;0;0;0;3,1;8;0;0;0,00;0
Poncho English;0,4;0;0;0;0;0;0; --;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Lluchus English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,32;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,24;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,44;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,35;0;8;0;0;0;1; --;0;0;0,00;0
Evo sweater English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,14;1;31;0,0323;0,14;0,14;2,5;7;0;0;0,00;0
Poncho English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,6;25;878;0,0285;0,2;5,12;1,3;2;0;0;0,00;0
Hat English;0,42;3;9;0,3333;0,13;0,4;1,8;9;0;0;0,00;0
Poncho English;0,25;0;18;0;0;0;1,2;9;0;0;0,00;0
Toddlers English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,71;14;1648;0,0085;0,29;4,03;1,5;8;2;2,02;1429,00;2
Poncho English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,21;4;30;0,1333;0,08;0,31;1,8;7;0;0;0,00;0
Bear English;1,31;0;0;0;0;0;0; --;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,16;1;3;0,3333;0,05;0,05;1;6;0;0;0,00;0
Alpaca Generic English;1;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,49;0;1;0;0;0;1;9;0;0;0,00;0
Ruana English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Scarf English;0,26;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sock English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,19;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Shawl English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Vest English;0,75;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,21;0;4;0;0;0;1,5;7;0;0;0,00;0
Clothing English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Hat English;0,13;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;1;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,02;0;0;0;0;0;0; --;0;0;0,00;0
Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Alpaca English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,1;0;0;0;0;0;0; --;0;0;0,00;0
Blanket English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,4;7;53;0,1321;0,24;1,66;2,5;7;0;0;0,00;0
Peruvian Alpaca Clothing English;0,25;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,15;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,42;14;311;0,045;0,19;2,63;1,5;4;0;0;0,00;0
Poncho English;0,15;0;23;0;0;0;2,4;9;0;0;0,00;0
Poncho English;0,14;0;0;0;0;0;0; --;0;0;0,00;0
Sweater English;0,5;0;0;0;0;0;0; --;0;0;0,00;0
Alpaca Generic English;0,05;0;0;0;0;0;0; --;0;0;0,00;0
Bolivian Sweaters English;0,3;0;0;0;0;0;0; --;0;0;0,00;0
Poncho English;0,14;1;8;0,125;0,08;0,08;2,8;7;0;0;0,00;0
Sweater English;0,21;7;79;0,0886;0,16;1,09;3,3;9;0;0;0,00;0
Poncho English;0,16;0;0;0;0;0;0; --;0;0;0,00;0
